date,open,high,low,close,volume
2022-12-09,7472.15,7478.15,7326.45,7394.9,0
2022-12-12,7397.4,7424.55,7336.45,7415.8,0
2022-12-13,7427.5,7442.25,7394.3,7415.4,0
2022-12-14,7445.25,7498.75,7443.5,7491.2,0
2022-12-15,7488.7,7503.15,7397.2,7420.85,0
2022-12-16,7371.6,7400.55,7289.75,7298.4,0
2022-12-19,7303.1,7351.25,7253.2,7344.35,0
2022-12-20,7328.85,7354.95,7254.75,7325.3,0
2022-12-21,7354.4,7381.5,7187.85,7214.9,0
2022-12-22,7243.95,7267.0,7098.8,7160.95,0
2022-12-23,7090.4,7110.4,6916.1,6929.5,0
2022-12-26,6926.5,7105.05,6873.25,7082.55,0
2022-12-27,7123.05,7171.8,7083.1,7158.25,0
2022-12-28,7151.0,7184.25,7108.9,7173.2,0
2022-12-30,7195.2,7216.8,7168.7,7180.95,0
2023-01-05,7147.95,7171.4,7094.15,7164.05,0
2023-01-06,7167.8,7176.05,7088.6,7120.5,0
2023-01-09,7167.5,7189.65,7133.85,7167.0,0
2023-01-10,7177.7,7177.7,7093.9,7131.85,0
2023-01-11,7143.45,7164.1,7099.4,7106.8,0
2023-01-12,7136.35,7136.5,7045.35,7074.9,0
2023-01-13,7093.25,7095.1,7007.95,7054.4,0
2023-01-16,7071.85,7093.15,6992.15,7000.85,0
2023-01-17,7012.0,7018.85,6952.1,6993.65,0
2023-01-18,7009.3,7054.5,6990.1,7039.8,0
2023-01-19,7022.7,7054.6,7003.8,7043.3,0
2023-01-20,7047.9,7051.6,6967.45,6974.75,0
2023-01-23,7002.55,7062.4,6977.65,7052.45,0
2023-01-24,7061.5,7064.8,7012.5,7022.4,0
2023-01-25,7014.35,7018.9,6911.95,6932.75,0
2023-01-27,6942.0,6948.95,6732.15,6807.6,0
2023-01-30,6815.8,6878.7,6760.55,6819.35,0
2023-01-31,6848.25,6950.95,6807.9,6932.7,0
2023-02-01,6999.8,7111.85,6817.05,6934.15,0
2023-02-02,6924.55,6983.05,6873.95,6937.45,0
2023-02-03,6968.3,6976.95,6851.45,6952.7,0
2023-02-06,6951.0,7001.25,6931.4,6993.65,0
2023-02-07,7003.15,7011.5,6948.8,6982.9,0
2023-02-08,6990.55,7044.75,6958.4,7037.3,0
2023-02-09,7054.05,7069.6,7020.45,7058.9,0
2023-02-10,7050.85,7095.75,7022.0,7087.6,0
2023-02-13,7065.75,7092.2,6971.5,6981.0,0
2023-02-14,6984.55,7001.3,6938.55,6971.5,0
2023-02-15,6956.15,7012.4,6945.55,7004.1,0
2023-02-16,7032.75,7078.3,7015.2,7058.25,0
2023-02-17,7040.55,7047.8,6979.5,6992.85,0
2023-02-20,7013.85,7043.35,6960.8,6999.1,0
2023-02-21,7029.05,7029.4,6956.95,6963.7,0
2023-02-22,6938.6,6954.0,6852.2,6873.1,0
2023-02-23,6871.9,6879.4,6772.2,6839.8,0
2023-02-24,6853.0,6886.2,6812.9,6822.7,0
2023-02-27,6815.75,6817.25,6691.6,6756.95,0
2023-02-28,6783.6,6818.95,6771.4,6789.85,0
2023-03-01,6806.65,6880.3,6801.4,6872.7,0
2023-03-02,6870.2,6892.8,6854.35,6864.35,0
2023-03-03,6900.1,6931.35,6880.7,6915.3,0
2023-03-06,6943.55,6988.2,6942.5,6954.35,0
2023-03-08,6933.3,7002.55,6907.55,6996.45,0
2023-03-09,7017.4,7030.9,6926.55,6935.8,0
2023-03-10,6895.45,6909.8,6830.7,6904.25,0
2023-03-13,6900.05,6914.8,6747.7,6768.55,0
2023-03-14,6770.9,6777.0,6684.85,6738.65,0
2023-03-15,6793.65,6815.25,6707.8,6719.75,0
2023-03-16,6715.45,6798.45,6670.15,6780.15,0
2023-03-17,6840.25,6852.3,6780.75,6820.35,0
2023-03-20,6812.8,6836.05,6688.9,6755.05,0
2023-03-21,6773.95,6798.05,6748.6,6784.7,0
2023-03-22,6809.95,6829.35,6790.75,6797.85,0
2023-03-23,6783.7,6800.1,6754.65,6763.4,0
2023-03-24,6765.7,6768.0,6662.05,6677.4,0
2023-03-27,6671.45,6705.45,6641.35,6651.9,0
2023-03-28,6669.8,6677.25,6595.95,6622.35,0
2023-03-29,6613.7,6754.9,6613.45,6739.5,0
2023-03-31,6772.55,6836.55,6769.6,6816.35,0
2023-04-03,6850.05,6853.8,6795.8,6817.35,0
2023-04-05,6821.0,6821.0,6761.15,6783.25,0
2023-04-06,6784.6,6845.9,6762.7,6839.15,0
2023-04-10,6864.65,6868.35,6825.6,6862.85,0
2023-04-11,6884.7,6909.85,6847.6,6885.8,0
2023-04-12,6897.1,6941.5,6892.8,6936.4,0
2023-04-13,6971.5,7004.2,6944.3,6994.95,0
2023-04-17,6973.2,7021.75,6936.2,7014.8,0
2023-04-18,7033.35,7091.9,7022.4,7082.6,0
2023-04-19,7101.1,7122.4,7069.3,7083.6,0
2023-04-20,7105.95,7120.35,7086.1,7100.4,0
2023-04-21,7111.4,7112.05,7037.75,7065.75,0
2023-04-24,7074.85,7121.65,7064.65,7116.15,0
2023-04-25,7126.05,7174.85,7116.65,7152.55,0
2023-04-26,7137.1,7169.65,7108.35,7163.35,0
2023-04-27,7160.45,7200.45,7160.0,7180.3,0
2023-04-28,7172.55,7239.5,7143.65,7232.55,0
2023-05-02,7275.3,7342.45,7262.6,7327.7,0
2023-05-03,7318.2,7365.7,7303.7,7339.55,0
2023-05-04,7360.4,7391.5,7350.65,7384.35,0
2023-05-05,7400.05,7430.55,7315.25,7323.4,0
2023-05-08,7351.85,7442.65,7346.3,7435.15,0
2023-05-09,7458.9,7501.55,7423.3,7438.4,0
2023-05-10,7465.75,7470.25,7393.6,7449.6,0
2023-05-11,7474.55,7488.55,7449.95,7463.5,0
2023-05-12,7464.05,7470.35,7416.45,7432.6,0
2023-05-15,7439.95,7504.5,7419.05,7489.45,0
2023-05-16,7526.65,7582.85,7511.6,7527.05,0
2023-05-17,7528.45,7548.7,7458.15,7534.6,0
2023-05-18,7560.4,7560.8,7466.7,7476.55,0
2023-05-19,7488.15,7493.15,7400.55,7479.65,0
2023-05-22,7472.45,7547.4,7449.65,7542.1,0
2023-05-23,7559.85,7618.85,7555.95,7606.85,0
2023-05-24,7606.0,7625.95,7562.85,7593.0,0
2023-05-25,7584.85,7665.65,7577.45,7657.85,0
2023-05-26,7666.25,7745.4,7660.65,7740.45,0
2023-05-29,7764.8,7768.45,7719.55,7759.6,0
2023-05-30,7766.75,7800.2,7746.35,7778.0,0
2023-05-31,7768.85,7813.5,7756.65,7804.7,0
2023-06-01,7810.3,7862.85,7802.6,7819.25,0
2023-06-02,7848.95,7878.55,7845.85,7872.5,0
2023-06-05,7898.05,7910.4,7850.8,7855.45,0
2023-06-06,7859.15,7868.25,7806.5,7858.4,0
2023-06-07,7884.4,7927.5,7868.35,7921.7,0
2023-06-08,7933.65,7944.2,7836.05,7844.85,0
2023-06-09,7865.1,7884.35,7823.75,7832.25,0
2023-06-12,7851.9,7900.15,7822.85,7890.6,0
2023-06-13,7915.45,8002.95,7912.6,7997.3,0
2023-06-14,8013.7,8019.55,7991.55,8002.0,0
2023-06-15,8012.8,8046.75,7984.0,7998.6,0
2023-06-16,8021.85,8085.25,8002.2,8071.85,0
2023-06-19,8117.75,8146.5,8071.2,8082.45,0
2023-06-20,8086.2,8148.75,8063.9,8142.8,0
2023-06-21,8223.5,8256.0,8151.85,8179.6,0
2023-06-22,8192.8,8192.8,8044.2,8080.4,0
2023-06-23,8063.4,8070.0,7967.9,8001.4,0
2023-06-26,8005.8,8080.3,7964.15,8070.05,0
2023-06-27,8091.05,8117.8,8063.5,8098.4,0
2023-06-28,8141.25,8173.85,8109.3,8155.9,0
2023-06-30,8178.25,8240.0,8172.25,8229.8,0
2023-07-03,8284.15,8290.55,8216.85,8229.55,0
2023-07-04,8259.4,8260.3,8181.8,8210.55,0
2023-07-05,8217.75,8282.5,8193.7,8273.3,0
2023-07-06,8279.7,8355.45,8264.55,8349.1,0
2023-07-07,8337.7,8346.55,8214.15,8247.0,0
2023-07-10,8275.8,8275.8,8172.75,8201.95,0
2023-07-11,8227.15,8302.3,8223.05,8271.25,0
2023-07-12,8294.85,8333.65,8274.85,8310.75,0
2023-07-13,8346.8,8351.05,8199.75,8221.15,0
2023-07-14,8261.6,8353.1,8250.35,8346.5,0
2023-07-17,8370.55,8396.1,8334.35,8345.75,0
2023-07-18,8381.6,8392.4,8308.2,8355.45,0
2023-07-19,8379.2,8444.05,8360.8,8438.1,0
2023-07-20,8462.5,8464.3,8427.15,8441.5,0
2023-07-21,8406.9,8464.9,8392.95,8444.75,0
2023-07-24,8451.0,8461.1,8385.0,8398.0,0
2023-07-25,8447.45,8447.75,8376.85,8426.85,0
2023-07-26,8447.6,8470.8,8433.9,8447.65,0
2023-07-27,8487.2,8507.25,8413.4,8454.45,0
2023-07-28,8465.05,8487.35,8437.15,8479.3,0
2023-07-31,8492.65,8616.4,8488.05,8608.1,0
2023-08-01,8631.9,8646.9,8569.05,8589.15,0
2023-08-02,8587.7,8589.8,8412.15,8489.05,0
2023-08-03,8484.5,8526.7,8444.15,8501.0,0
2023-08-04,8548.1,8603.55,8505.85,8571.7,0
2023-08-07,8578.5,8592.4,8537.95,8564.25,0
2023-08-08,8578.55,8592.95,8497.1,8566.45,0
2023-08-09,8588.75,8625.55,8510.5,8617.75,0
2023-08-10,8627.25,8641.95,8579.1,8600.15,0
2023-08-11,8623.05,8628.6,8562.3,8576.15,0
2023-08-14,8556.95,8597.1,8436.0,8581.95,0
2023-08-16,8558.95,8608.35,8493.5,8577.75,0
2023-08-17,8596.6,8647.5,8579.55,8601.4,0
2023-08-18,8608.3,8625.4,8543.4,8570.35,0
2023-08-21,8587.55,8660.4,8566.3,8627.75,0
2023-08-22,8647.95,8720.05,8634.8,8715.55,0
2023-08-23,8735.65,8807.4,8725.95,8784.4,0
2023-08-24,8835.25,8862.55,8800.95,8810.7,0
2023-08-25,8785.05,8802.35,8707.05,8723.7,0
2023-08-28,8745.9,8774.15,8732.25,8752.7,0
2023-08-29,8778.15,8815.25,8761.65,8794.7,0
2023-08-30,8830.3,8907.55,8823.65,8877.9,0
2023-08-31,8912.75,8922.45,8837.35,8887.2,0
2023-09-01,8894.0,8939.4,8858.1,8925.55,0
2023-09-04,8963.0,8980.3,8925.55,8954.2,0
2023-09-05,8980.05,9057.35,8954.2,9049.3,0
2023-09-06,9071.8,9083.95,9036.2,9068.25,0
2023-09-07,9079.15,9087.95,9047.4,9066.7,0
2023-09-08,9099.95,9147.65,9066.7,9140.2,0
2023-09-11,9187.5,9208.2,9169.45,9199.65,0
2023-09-12,9241.3,9241.3,8947.85,8971.0,0
2023-09-13,8962.9,9031.65,8876.05,9020.9,0
2023-09-14,9064.65,9133.15,9053.05,9128.5,0
2023-09-15,9170.5,9191.2,9129.15,9182.65,0
2023-09-18,9186.05,9190.05,9130.7,9148.45,0
2023-09-20,9123.4,9193.35,9074.7,9150.9,0
2023-09-21,9138.95,9176.95,9051.55,9076.35,0
2023-09-22,9081.5,9117.1,9023.0,9058.65,0
2023-09-25,9070.55,9206.3,8974.9,9188.1,0
2023-09-26,9186.95,9217.45,9142.3,9149.1,0
2023-09-27,9158.1,9202.45,9133.1,9189.2,0
2023-09-28,9205.3,9211.75,8997.75,9014.7,0
2023-09-29,9082.6,9133.0,9028.45,9105.35,0
2023-10-03,9112.9,9120.3,9045.0,9101.35,0
2023-10-04,9076.85,9077.95,8932.35,9014.9,0
2023-10-05,9065.75,9102.7,9017.0,9037.55,0
2023-10-06,9078.85,9130.55,9051.8,9127.3,0
2023-10-09,9050.75,9062.05,8995.85,9023.85,0
2023-10-10,9057.25,9135.75,9051.7,9126.3,0
2023-10-11,9181.05,9222.5,9133.05,9144.7,0
2023-10-12,9184.7,9189.0,9149.5,9154.25,0
2023-10-13,9128.1,9181.7,9105.55,9140.9,0
2023-10-16,9155.15,9182.7,9110.45,9156.95,0
2023-10-17,9206.85,9213.75,9166.05,9176.65,0
2023-10-18,9188.6,9201.9,9070.95,9084.4,0
2023-10-19,9057.05,9081.3,9002.75,9065.5,0
2023-10-20,9040.25,9070.8,8930.45,8944.55,0
2023-10-23,8934.9,8973.95,8816.45,8847.3,0
2023-10-25,8863.25,8922.05,8729.45,8787.0,0
2023-10-26,8729.75,8743.1,8576.5,8631.45,0
2023-10-27,8688.8,8784.9,8684.35,8738.0,0
2023-10-30,8767.3,8772.55,8622.2,8718.25,0
2023-10-31,8767.25,8784.65,8710.3,8743.65,0
2023-11-01,8760.05,8769.6,8720.85,8728.35,0
2023-11-02,8794.95,8844.7,8789.6,8833.05,0
2023-11-03,8898.05,8912.75,8869.65,8896.65,0
2023-11-06,8954.75,8973.55,8931.65,8963.75,0
2023-11-07,8981.85,8991.55,8923.8,8984.6,0
2023-11-08,9033.85,9084.15,9026.05,9074.65,0
2023-11-09,9097.65,9158.65,9084.2,9123.25,0
2023-11-10,9118.45,9207.6,9074.45,9197.25,0
2023-11-12,9265.4,9272.7,9242.65,9250.35,0
2023-11-13,9246.75,9260.5,9195.1,9245.45,0
2023-11-15,9323.55,9351.05,9298.6,9347.1,0
2023-11-16,9350.5,9477.55,9340.3,9452.95,0
2023-11-17,9437.95,9494.45,9424.9,9457.4,0
2023-11-20,9475.25,9498.35,9440.9,9463.6,0
2023-11-21,9499.9,9520.45,9469.75,9479.5,0
2023-11-22,9497.7,9523.25,9437.55,9492.2,0
