date,open,high,low,close,volume,Daily Expected Movement,Expected Day High,Expected Day Low
2017-10-04,9857.95,9866.55,9850.95,9865.9,0,0.6584672946184889,9922.861376669844,9793.038623330158
2017-10-05,9918.4,9930.65,9913.95,9924.4,0,0.6207807721919935,9979.971520109091,9856.828479890908
2017-10-06,9935.15,9939.15,9932.7,9937.5,0,0.5940861521398926,9994.173350344327,9876.126649655673
2017-10-09,9971.05,9977.0,9959.5,9962.15,0,0.6050780545142871,10031.382635354646,9910.717364645352
2017-10-10,10015.2,10022.65,10014.65,10022.7,0,0.5940861521398926,10074.698916309115,9955.701083690887
2017-10-11,10040.8,10050.45,10037.75,10045.8,0,0.5757663148492351,10098.61154414138,9982.988455858618
2017-10-12,10009.2,10010.1,9985.8,9988.2,0,0.5993203913657947,10069.187176612586,9949.212823387415
2017-10-13,10127.7,10146.2,10127.65,10144.3,0,0.5741960430814645,10185.852852655162,10069.54714734484
2017-10-16,10230.0,10232.8,10222.3,10229.6,0,0.5987969674432044,10291.256929769439,10168.743070230561
2017-10-17,10224.2,10238.95,10222.3,10228.0,0,0.6061249023594675,10286.171422267038,10162.228577732963
2017-10-18,10206.2,10211.8,10198.25,10205.2,0,0.6118825655079598,10268.649958400874,10143.750041599127
2017-10-23,10192.5,10223.65,10192.45,10209.0,0,0.6443348487085532,10258.17382945462,10126.82617054538
2017-10-24,10195.3,10202.75,10187.95,10195.9,0,0.6527096314699966,10261.84570505726,10128.754294942739
2017-10-25,10282.8,10294.85,10279.65,10280.0,0,0.6307258267212076,10347.656275310088,10217.94372468991
2017-10-26,10283.8,10292.5,10277.5,10279.3,0,0.6511393597022258,10350.761869473057,10216.838130526941
2017-10-27,10359.1,10360.25,10337.5,10345.2,0,0.6359600659471097,10424.979739191527,10293.220260808474
2017-10-30,10357.0,10364.75,10354.6,10359.3,0,0.6406708812504216,10423.354283171106,10290.645716828894
2017-10-31,10350.5,10352.8,10341.35,10350.5,0,0.6521862075474063,10418.004533412195,10282.995466587805
2017-11-01,10392.7,10408.85,10389.9,10408.3,0,0.641717729095602,10459.39179843172,10326.008201568282
2017-11-02,10445.8,10448.2,10434.1,10437.0,0,0.6448582726311434,10513.160605442503,10378.439394557496
2017-11-03,10448.0,10451.85,10441.45,10447.4,0,0.6286321310308467,10513.679485050103,10382.320514949897
2017-11-06,10435.7,10449.35,10435.2,10444.6,0,0.6595141424636692,10504.524917365083,10366.875082634919
2017-11-07,10477.0,10480.0,10469.6,10474.0,0,0.6867321864383604,10548.948931173147,10405.051068826853
2017-11-08,10359.3,10382.75,10359.2,10378.7,0,0.702958328038657,10432.121562076507,10286.478437923492
2017-11-09,10356.1,10368.3,10355.1,10355.5,0,0.6820213711350485,10426.730815216117,10285.469184783884
2017-11-10,10291.3,10295.6,10285.05,10286.6,0,0.6893493060513115,10362.243005133658,10220.35699486634
2017-11-13,10320.8,10330.4,10310.25,10314.1,0,0.7155205021808222,10394.647439989078,10246.952560010921
2017-11-14,10218.0,10238.8,10215.35,10232.0,0,0.7170907739485928,10291.272335282067,10144.727664717933
2017-11-15,10170.0,10169.95,10156.1,10159.8,0,0.6982475127353451,10241.011772045185,10098.988227954815
2017-11-16,10150.2,10150.4,10140.65,10147.3,0,0.7134268064904613,10222.614247712396,10077.785752287606
2017-11-17,10330.3,10337.55,10325.45,10326.0,0,0.6516627836248161,10397.618720536793,10262.981279463205
2017-11-20,10267.5,10286.35,10261.85,10284.8,0,0.7008646323482962,10339.461276126362,10195.538723873638
2017-11-21,10335.4,10340.1,10328.85,10333.7,0,0.6992943605805255,10407.67486934344,10263.12513065656
2017-11-22,10361.5,10365.5,10355.9,10362.2,0,0.7238952849422656,10436.506409949292,10286.493590050708
2017-11-23,10335.1,10342.0,10331.55,10340.0,0,0.7254655567100362,10410.07759075154,10260.12240924846
2017-11-24,10377.0,10379.3,10363.1,10370.0,0,0.7060988715741984,10450.271879903255,10303.728120096745
2017-11-27,10358.5,10362.7,10354.1,10360.3,0,0.7191844696389537,10432.996723287552,10284.003276712448
2017-11-28,10389.0,10398.35,10387.2,10387.2,0,0.6762637079865561,10459.257036622723,10318.742963377277
2017-11-29,10382.5,10390.4,10380.05,10389.2,0,0.6794042515220975,10453.039146414281,10311.960853585719
2017-11-30,10314.4,10314.4,10300.1,10300.2,0,0.6872556103609506,10385.28629267507,10243.51370732493
2017-12-01,10263.4,10272.6,10253.8,10257.4,0,0.7019114801934766,10335.439982858177,10191.360017141822
2017-12-04,10127.7,10128.85,10095.85,10101.2,0,0.7987449058726661,10208.594487832066,10046.805512167935
2017-12-05,10118.0,10118.85,10105.4,10106.9,0,0.7867061556530912,10197.59892882898,10038.40107117102
2017-12-06,10086.2,10091.65,10076.6,10088.7,0,0.7887998513434521,10165.759930606204,10006.640069393798
2017-12-07,10065.2,10071.95,10063.0,10072.0,0,0.7799016446594185,10143.698660338261,9986.70133966174
2017-12-08,10220.3,10226.8,10217.25,10217.2,0,0.7270358284778069,10294.605242777916,10145.994757222083
2017-12-11,10304.5,10306.85,10296.65,10299.4,0,0.7359340351618405,10380.334322653252,10228.665677346748
2017-12-12,10295.2,10296.85,10290.35,10291.3,0,0.7484962093040056,10372.259181740266,10218.140818259735
2017-12-13,10221.2,10237.8,10219.6,10237.5,0,0.7992683297952563,10302.894814525034,10139.505185474967
2017-12-14,10210.0,10210.05,10187.95,10207.3,0,0.8458530589057854,10296.36159731428,10123.63840268572
2017-12-15,10343.7,10348.3,10332.25,10335.7,0,0.7516367528395469,10421.447050803465,10265.952949196537
2017-12-18,10122.2,10168.4,10111.3,10167.7,0,0.8563215373575896,10208.87857865441,10035.521421345591
2017-12-19,10427.2,10431.35,10418.25,10423.0,0,0.6699826209154737,10497.060427848099,10357.339572151903
2017-12-20,10457.7,10466.0,10457.65,10462.0,0,0.6411943051730118,10524.754176852079,10390.645823147923
2017-12-21,10461.2,10466.2,10458.3,10463.5,0,0.6338663702567489,10527.510028725299,10394.889971274702
2017-12-22,10460.2,10466.8,10458.35,10466.5,0,0.6302024027986173,10526.120431737541,10394.27956826246
2017-12-26,10498.7,10507.3,10498.35,10503.9,0,0.6385771855600607,10565.742302980394,10431.657697019607
2017-12-27,10525.0,10528.95,10515.8,10525.5,0,0.6396240334052412,10592.320429515901,10457.679570484099
2017-12-28,10514.8,10515.75,10508.65,10509.1,0,0.6626546859992106,10584.476814923444,10445.123185076554
2017-12-29,10496.7,10511.3,10496.7,10510.2,0,0.6568970228507183,10565.652509797572,10427.74749020243
2018-01-01,10524.2,10534.8,10523.65,10528.5,0,0.7108096868775102,10599.007033066364,10449.392966933638
2018-01-02,10477.5,10481.65,10465.1,10466.5,0,0.714997078258232,10552.413818874506,10402.586181125494
2018-01-03,10471.1,10476.1,10467.25,10471.1,0,0.7055754476516082,10544.981510699048,10397.218489300953
2018-01-04,10453.2,10453.2,10441.5,10444.0,0,0.7181376217937733,10528.268361881348,10378.131638118653
2018-01-05,10536.7,10539.95,10534.15,10537.0,0,0.700341208425706,10610.492852108193,10462.907147891809
2018-01-08,10607.8,10614.05,10604.5,10609.4,0,0.6977240888127549,10681.81317589308,10533.786824106919
2018-01-09,10629.0,10628.95,10608.25,10616.8,0,0.7338403394714796,10706.999889682424,10551.000110317576
2018-01-10,10637.3,10639.6,10628.3,10638.5,0,0.7359340351618405,10715.58351112227,10559.016488877729
2018-01-11,10629.2,10630.7,10623.7,10623.7,0,0.7474493614588251,10708.647887528183,10549.752112471819
2018-01-12,10684.0,10685.6,10676.0,10682.5,0,0.7333169155488894,10762.347579257243,10605.652420742757
2018-01-15,10727.3,10730.3,10719.75,10720.9,0,0.7390745786973818,10806.582747280603,10648.017252719395
2018-01-16,10747.7,10749.5,10737.7,10743.3,0,0.7636755030591218,10829.777552042286,10665.622447957716
2018-01-17,10706.0,10722.2,10705.25,10713.8,0,0.7547772963750882,10786.806457349918,10625.193542650082
2018-01-18,10857.0,10861.85,10850.6,10856.7,0,0.7322700677037091,10936.502561250592,10777.497438749408
2018-01-19,10813.2,10824.15,10813.2,10824.1,0,0.7432619700781035,10893.570403348485,10732.829596651516
2018-01-22,10902.3,10913.65,10895.7,10907.1,0,0.7746674054335163,10986.756564542578,10817.84343545742
2018-01-23,11017.0,11022.4,11010.75,11013.2,0,0.8453296349831951,11110.129965886099,10923.870034113901
2018-01-24,11074.2,11099.65,11072.1,11099.7,0,0.859462080893131,11169.378549762268,10979.021450237733
2018-01-25,11082.9,11086.95,11070.7,11070.8,0,0.9442567563527456,11187.551032049818,10978.248967950181
2018-01-29,11121.0,11121.45,11105.1,11110.9,0,0.9678108328693052,11228.630242723395,11013.369757276605
2018-01-30,11091.3,11093.75,11081.2,11091.0,0,0.9343117018235316,11194.927313784352,10987.672686215647
2018-01-31,11019.8,11039.8,11017.1,11037.7,0,0.8526575698994582,11113.761158887779,10925.83884111222
2018-02-01,11067.9,11072.75,11060.85,11067.7,0,0.8411422436024735,11160.996782379678,10974.803217620321
2018-02-02,10954.1,10954.1,10918.7,10920.7,0,0.7652457748268925,11037.925787420312,10870.274212579689
2018-02-05,10634.8,10640.7,10611.15,10612.0,0,0.8652197440416234,10726.814389339337,10542.785610660661
2018-02-06,10360.2,10379.9,10339.65,10378.5,0,0.9704279524822562,10460.738276733067,10259.661723266934
2018-02-07,10578.8,10590.7,10572.5,10585.2,0,1.0060207792183908,10685.224926191955,10472.375073808043
2018-02-08,10499.4,10502.8,10490.6,10496.2,0,1.0039270835280298,10604.806320207941,10393.993679792058
2018-02-09,10422.0,10435.6,10408.5,10414.4,0,1.0049739313732102,10526.738383127717,10317.261616872283
2018-02-12,10530.5,10538.0,10523.6,10531.4,0,0.9589126261852716,10631.47829410044,10429.52170589956
2018-02-14,10566.1,10578.1,10561.35,10577.3,0,0.8966251793970361,10660.83831308027,10471.36168691973
2018-02-15,10547.6,10549.95,10538.45,10546.5,0,0.8756882224934276,10639.964090955717,10455.235909044284
2018-02-16,10600.3,10601.0,10579.9,10586.8,0,0.7987449058726661,10684.96935625722,10515.63064374278
2018-02-19,10423.4,10450.55,10423.4,10437.7,0,0.8809224617193296,10515.222071874852,10331.577928125147
2018-02-20,10374.5,10393.9,10369.55,10392.0,0,0.9049999621584796,10468.389221074132,10280.610778925868
2018-02-21,10397.9,10400.95,10390.6,10394.7,0,0.859462080893131,10487.266007709186,10308.533992290813
2018-02-22,10361.9,10362.4,10350.6,10357.8,0,0.8615557765834918,10451.173548013805,10272.626451986194
2018-02-23,10420.4,10426.05,10415.15,10423.0,0,0.756870992065449,10499.268984857188,10341.531015142811
2018-02-26,10528.8,10535.2,10528.25,10532.5,0,0.7369808830070209,10606.395243210043,10451.204756789955
2018-02-27,10614.5,10629.15,10614.45,10627.6,0,0.71028626295492,10689.89333538135,10539.10666461865
2018-02-28,10477.0,10480.5,10467.3,10469.0,0,0.7490196332265959,10555.474786973151,10398.525213026849
2018-03-01,10507.0,10521.55,10506.7,10520.8,0,0.7181376217937733,10582.454719921872,10431.545280078128
2018-03-05,10392.2,10393.3,10368.05,10375.8,0,0.8071196886341095,10476.077492282235,10308.322507717767
2018-03-06,10422.2,10441.15,10422.2,10433.6,0,0.7610583834461707,10501.519026839527,10342.880973160474
2018-03-07,10212.5,10219.4,10194.75,10210.8,0,0.8605089287383114,10300.3794743474,10124.6205256526
2018-03-08,10223.7,10229.2,10215.8,10216.0,0,0.781471916427189,10303.595344319767,10143.804655680235
2018-03-09,10251.5,10257.25,10239.1,10239.3,0,0.7605349595235805,10329.46624137556,10173.53375862444
2018-03-12,10303.3,10324.25,10303.2,10320.5,0,0.756870992065449,10381.28268892548,10225.31731107452
2018-03-13,10428.8,10440.85,10423.7,10438.7,0,0.7505899049943665,10507.077520012052,10350.522479987947
2018-03-14,10395.8,10406.85,10387.75,10402.0,0,0.7767611011238772,10476.550530550636,10315.049469449363
2018-03-15,10398.0,10410.2,10394.75,10394.8,0,0.7495430571491861,10475.937487082372,10320.062512917628
2018-03-16,10313.5,10321.95,10309.5,10321.6,0,0.7537304485299078,10391.235989809133,10235.764010190867
2018-03-19,10214.2,10216.55,10174.3,10176.0,0,0.8097368082470606,10296.908137067972,10131.49186293203
2018-03-20,10079.0,10080.75,10054.95,10059.0,0,0.8442827871380147,10164.095262115641,9993.904737884359
2018-03-21,10194.7,10196.2,10186.25,10193.7,0,0.7877530034982717,10275.00905544764,10114.390944552362
2018-03-22,10153.2,10179.9,10147.4,10176.5,0,0.7877530034982717,10233.182137951188,10073.217862048814
2018-03-23,10010.0,10012.85,9981.65,9989.3,0,0.85736838520277,10095.822575358798,9924.177424641202
2018-03-26,10009.8,10010.75,9986.35,9989.75,0,0.8364314282991616,10093.525113109888,9926.07488689011
2018-03-27,10167.6,10176.7,10163.15,10173.8,0,0.7867061556530912,10247.589135082184,10087.610864917817
2018-03-28,10129.8,10136.45,10127.65,10129.2,0,0.8076431125566997,10211.612632015767,10047.987367984231
2018-04-02,10164.7,10178.55,10160.65,10168.7,0,0.8557981134349996,10251.689310836327,10077.710689163674
2018-04-03,10216.3,10228.6,10214.8,10219.7,0,0.8217755584666355,10300.255056379627,10132.344943620372
2018-04-04,10255.3,10262.3,10253.2,10254.0,0,0.7971746341048955,10337.052650251359,10173.54734974864
2018-04-05,10246.9,10257.15,10246.8,10248.0,0,0.7846124599627304,10327.29845415992,10166.50154584008
2018-04-06,10325.7,10325.8,10310.0,10313.2,0,0.7809484925045989,10406.338398490549,10245.061601509453
2018-04-09,10361.8,10374.7,10361.8,10373.7,0,0.7846124599627304,10443.099973876417,10280.500026123582
2018-04-10,10405.0,10417.3,10402.9,10416.7,0,0.7631520791365316,10484.405973834157,10325.594026165843
2018-04-11,10393.7,10405.35,10393.1,10401.2,0,0.7673394705172534,10473.454962547152,10313.94503745285
2018-04-12,10405.5,10407.8,10400.65,10405.6,0,0.7846124599627304,10487.142849521422,10323.857150478578
2018-04-13,10492.2,10497.85,10485.95,10489.3,0,0.7516367528395469,10571.063231381431,10413.33676861857
2018-04-16,10443.1,10460.95,10443.1,10460.0,0,0.7668160465946632,10523.179366561928,10363.020633438073
2018-04-17,10539.3,10539.75,10526.65,10527.0,0,0.7427385461555133,10617.579443594967,10461.020556405032
2018-04-18,10564.8,10566.55,10556.55,10563.0,0,0.7275592524003971,10641.665179897596,10487.934820102402
2018-04-19,10557.8,10559.9,10549.15,10559.2,0,0.7301763720133482,10634.890561004424,10480.709438995575
2018-04-20,10553.4,10556.5,10546.3,10556.1,0,0.7197078935615439,10629.353652839123,10477.446347160876
2018-04-23,10557.4,10572.0,10557.2,10560.0,0,0.7024349041160668,10631.55886256715,10483.24113743285
2018-04-24,10596.5,10609.85,10594.95,10602.2,0,0.6710294687606541,10667.605637657223,10525.394362342777
2018-04-25,10604.7,10611.45,10600.15,10606.3,0,0.6663186534573421,10675.361094243191,10534.03890575681
2018-04-26,10577.8,10589.8,10577.85,10588.2,0,0.6741700122961953,10649.112355560666,10506.487644439332
2018-04-27,10675.8,10688.8,10675.5,10682.2,0,0.6443348487085532,10744.587899778428,10607.012100221571
2018-04-30,10744.0,10755.0,10742.75,10748.2,0,0.6542799032377672,10814.295832803866,10673.704167196134
2018-05-02,10760.6,10761.55,10747.75,10751.5,0,0.673646588373605,10833.08841478853,10688.11158521147
2018-05-03,10700.2,10707.05,10686.55,10704.8,0,0.6867321864383604,10773.681717413278,10626.718282586724
2018-05-04,10655.5,10664.35,10646.05,10654.0,0,0.6914430017416724,10729.176709050584,10581.823290949416
2018-05-07,10653.5,10657.65,10648.35,10649.3,0,0.7034817519612472,10728.445428445191,10578.554571554809
2018-05-08,10728.2,10743.15,10724.05,10740.3,0,0.7060988715741984,10803.951699140223,10652.448300859778
2018-05-09,10711.0,10712.3,10703.7,10711.0,0,0.7500664810717763,10791.339620787598,10630.660379212402
2018-05-10,10771.0,10785.55,10767.85,10783.2,0,0.7448322418458742,10851.22588076922,10690.77411923078
2018-05-11,10750.0,10751.15,10734.1,10734.5,0,0.7521601767621371,10830.85721900193,10669.14278099807
2018-05-14,10816.2,10819.55,10810.15,10816.7,0,0.756870992065449,10898.064680243784,10734.335319756217
2018-05-15,10797.0,10857.15,10797.0,10856.7,0,0.6987709366579353,10872.446298030958,10721.553701969042
2018-05-16,10752.7,10757.5,10741.5,10757.5,0,0.6987709366579353,10827.836742506019,10677.563257493983
2018-05-17,10746.9,10766.3,10746.65,10756.2,0,0.683068218980229,10820.308658425585,10673.491341574414
2018-05-18,10664.1,10664.1,10648.35,10652.8,0,0.7081925672645591,10739.62236356566,10588.57763643434
2018-05-21,10581.9,10604.2,10581.65,10592.3,0,0.7479727853814154,10661.049732176276,10502.750267823723
2018-05-22,10508.4,10519.3,10505.3,10505.8,0,0.7526836006847274,10587.495003494354,10429.304996505645
2018-05-23,10524.0,10533.55,10521.3,10525.1,0,0.7055754476516082,10598.254760110854,10449.745239889146
2018-05-24,10463.8,10468.15,10459.95,10461.1,0,0.7092394151097396,10538.013393918252,10389.586606081746
2018-05-25,10540.3,10559.2,10540.35,10554.0,0,0.6752168601413757,10611.46988270948,10469.130117290519
2018-05-28,10659.0,10666.05,10657.9,10660.5,0,0.6631781099218008,10729.688154736565,10588.311845263435
2018-05-29,10677.0,10676.95,10663.95,10674.9,0,0.7013880562708864,10751.887202768043,10602.112797231957
2018-05-30,10578.4,10588.65,10574.45,10574.5,0,0.6940601213546234,10651.820455877378,10504.979544122622
2018-05-31,10645.8,10654.4,10643.1,10648.4,0,0.6919664256642626,10719.465361743365,10572.134638256633
2018-06-01,10745.7,10759.7,10744.1,10749.9,0,0.7019114801934766,10821.125301927152,10670.27469807285
2018-06-04,10739.9,10746.9,10725.65,10727.5,0,0.8097368082470606,10826.864923468926,10652.935076531074
2018-06-05,10607.0,10623.95,10606.1,10620.2,0,0.7212781653293145,10683.50597499648,10530.49402500352
2018-06-06,10594.6,10606.45,10593.8,10593.8,0,0.6935366974320332,10668.077438946135,10521.122561053866
2018-06-07,10753.4,10763.35,10752.8,10760.7,0,0.6291555549534369,10821.055613446362,10685.744386553637
2018-06-08,10731.5,10734.25,10718.85,10730.9,0,0.6322960984889782,10799.354855809344,10663.645144190656
2018-06-11,10804.6,10813.5,10804.05,10807.8,0,0.6631781099218008,10876.253742064611,10732.94625793539
2018-06-12,10811.4,10812.55,10802.85,10802.8,0,0.6757402840639659,10884.45698507129,10738.343014928709
2018-06-13,10868.8,10879.7,10866.85,10876.5,0,0.6610844142314399,10940.651942813985,10796.948057186013
2018-06-14,10829.0,10830.0,10816.9,10823.5,0,0.658990718541079,10900.362104910813,10757.637895089187
2018-06-15,10797.8,10817.0,10795.9,10816.2,0,0.631772674566388,10866.017549854329,10729.58245014567
2018-06-18,10817.1,10826.9,10816.4,10826.0,0,0.6527096314699966,10887.704253545742,10746.495746454259
2018-06-19,10761.9,10774.45,10760.3,10767.1,0,0.6584672946184889,10832.763591779547,10691.036408220452
2018-06-20,10750.2,10756.75,10748.2,10749.0,0,0.6616078381540302,10821.324165817236,10679.075834182766
2018-06-21,10798.5,10803.45,10797.6,10798.8,0,0.6422411530181922,10867.85241090867,10729.14758909133
2018-06-22,10726.2,10731.75,10717.7,10731.2,0,0.6542799032377672,10796.37937098109,10656.02062901891
2018-06-25,10805.2,10811.9,10801.25,10809.4,0,0.6558501750055378,10876.0659231097,10734.334076890302
2018-06-26,10749.6,10753.15,10744.0,10748.9,0,0.6694591969928834,10821.564185839947,10677.635814160054
2018-06-27,10756.0,10761.55,10752.35,10760.4,0,0.6731231644510148,10828.401127568352,10683.598872431648
2018-06-28,10639.1,10648.55,10632.4,10639.5,0,0.7275592524003971,10716.505756422132,10561.69424357787
2018-06-29,10635.2,10647.6,10631.4,10645.5,0,0.707669143341969,10710.462028732705,10559.937971267296
2018-07-02,10692.0,10692.35,10675.3,10676.5,0,0.6992943605805255,10766.76855303327,10617.23144696673
2018-07-03,10642.8,10643.3,10630.25,10643.2,0,0.7165673500260026,10719.062829928567,10566.537170071431
2018-07-04,10709.7,10712.05,10698.15,10705.7,0,0.6914430017416724,10783.751471157528,10635.648528842474
2018-07-05,10776.7,10780.85,10769.9,10769.9,0,0.658990718541079,10847.717452765017,10705.682547234985
2018-07-06,10751.5,10758.95,10747.7,10756.8,0,0.6532330553925868,10821.732351950533,10681.267648049467
2018-07-09,10833.3,10833.3,10821.45,10832.1,0,0.6495690879344552,10903.669768003203,10762.930231996796
2018-07-10,10887.8,10899.4,10887.8,10897.3,0,0.6302024027986173,10956.415177211908,10819.184822788091
2018-07-11,10935.0,10942.9,10933.1,10942.9,0,0.6600375663862594,11007.175107884337,10862.824892115663
2018-07-12,11016.7,11021.7,11010.05,11018.7,0,0.6485222400892748,11088.145749623916,10945.254250376085
2018-07-13,11051.4,11057.05,11037.6,11037.6,0,0.6521862075474063,11123.475706540894,10979.324293459105
2018-07-16,11015.3,11015.65,10987.5,10997.5,0,0.6548033271603574,11087.428550896695,10943.171449103304
2018-07-17,10946.8,10970.05,10942.25,10965.7,0,0.6684123491477029,11019.9697630365,10873.630236963498
2018-07-18,11064.2,11066.85,11058.8,11061.9,0,0.6673655013025225,11138.038653795114,10990.361346204887
2018-07-19,10986.3,10992.6,10980.3,10989.8,0,0.7071457194193788,11063.98915017257,10908.610849827428
2018-07-20,10963.3,10975.7,10957.05,10970.8,0,0.7176141978711831,11041.97419735521,10884.625802644789
2018-07-23,11037.9,11052.3,11036.2,11051.6,0,0.7129033825678711,11116.589562464458,10959.210437535541
2018-07-24,11115.8,11122.4,11110.4,11117.5,0,0.6600375663862594,11189.168455804363,11042.431544195635
2018-07-25,11141.0,11145.6,11129.6,11130.0,0,0.6673655013025225,11215.351190500114,11066.648809499886
2018-07-26,11159.7,11169.6,11156.9,11168.0,0,0.6506159357796356,11232.3067865852,11087.0932134148
2018-07-27,11226.6,11233.35,11210.25,11231.8,0,0.6542799032377672,11300.053387616892,11153.146612383109
