date,open,high,low,close,volume
2017-07-17 09:20:00,9910.2,9910.2,9901.45,9907.65,0
2017-07-18 09:20:00,9862.0,9871.3,9862.0,9871.3,0
2017-07-19 09:20:00,9858.2,9862.3,9856.45,9860.55,0
2017-07-20 09:20:00,9919.65,9919.75,9916.4,9916.5,0
2017-07-21 09:20:00,9883.0,9886.0,9883.0,9883.7,0
2017-07-24 09:20:00,9930.8,9931.6,9924.35,9931.05,0
2017-07-25 09:20:00,9989.4,9989.4,9983.75,9983.75,0
2017-07-26 09:20:00,9973.95,9983.35,9973.95,9983.35,0
2017-07-27 09:20:00,10067.0,10078.8,10066.95,10078.8,0
2017-07-28 09:20:00,9973.55,9983.3,9973.55,9973.9,0
2017-07-31 09:20:00,10040.0,10046.55,10040.05,10046.5,0
2017-08-01 09:20:00,10090.3,10090.75,10087.5,10090.8,0
2017-08-02 09:20:00,10113.7,10117.1,10113.7,10115.7,0
2017-08-03 09:20:00,10063.0,10062.95,10050.05,10052.3,0
2017-08-04 09:20:00,9993.25,10003.75,9993.25,10003.8,0
2017-08-07 09:20:00,10083.0,10082.95,10079.35,10082.0,0
2017-08-08 09:20:00,10076.8,10083.55,10075.25,10075.2,0
2017-08-09 09:20:00,9944.25,9944.25,9930.85,9936.0,0
2017-08-10 09:20:00,9861.1,9875.5,9861.1,9875.5,0
2017-08-11 09:20:00,9722.9,9734.8,9722.9,9731.55,0
2017-08-14 09:20:00,9766.85,9769.25,9759.15,9759.15,0
2017-08-16 09:20:00,9817.5,9824.05,9817.5,9824.05,0
2017-08-17 09:20:00,9912.65,9914.25,9905.75,9914.25,0
2017-08-18 09:20:00,9833.45,9851.35,9833.45,9851.35,0
2017-08-21 09:20:00,9864.0,9874.45,9855.85,9874.15,0
2017-08-22 09:20:00,9805.15,9828.35,9805.15,9820.4,0
2017-08-23 09:20:00,9797.65,9806.6,9794.8,9801.25,0
2017-08-24 09:20:00,9860.15,9868.9,9855.5,9855.5,0
2017-08-28 09:20:00,9889.45,9894.7,9887.8,9891.65,0
2017-08-29 09:20:00,9867.85,9874.45,9861.6,9869.8,0
2017-08-30 09:20:00,9862.4,9871.1,9861.2,9861.35,0
2017-08-31 09:20:00,9879.4,9891.0,9878.35,9884.15,0
2017-09-01 09:20:00,9915.45,9931.6,9915.45,9931.15,0
2017-09-04 09:20:00,9961.65,9969.3,9959.8,9959.8,0
2017-09-05 09:20:00,9915.4,9924.35,9913.0,9920.6,0
2017-09-06 09:20:00,9897.8,9902.6,9890.3,9898.35,0
2017-09-07 09:20:00,9956.5,9964.5,9955.9,9961.45,0
2017-09-08 09:20:00,9953.3,9960.0,9952.35,9959.25,0
2017-09-11 09:20:00,9988.55,9988.55,9981.15,9982.3,0
2017-09-12 09:20:00,10035.8,10042.45,10034.65,10039.9,0
2017-09-13 09:20:00,10093.1,10096.15,10086.4,10096.1,0
2017-09-14 09:20:00,10109.6,10114.25,10105.45,10111.3,0
2017-09-15 09:20:00,10075.0,10081.8,10071.2,10076.5,0
2017-09-18 09:20:00,10153.7,10159.8,10150.5,10155.6,0
2017-09-19 09:20:00,10154.2,10157.5,10142.25,10145.3,0
2017-09-20 09:20:00,10158.2,10160.2,10151.9,10156.0,0
2017-09-21 09:20:00,10153.5,10154.65,10146.35,10146.9,0
2017-09-22 09:20:00,10057.8,10061.5,10047.6,10055.0,0
2017-09-25 09:20:00,9923.2,9923.85,9899.0,9899.0,0
2017-09-26 09:20:00,9884.35,9884.55,9855.65,9855.85,0
2017-09-27 09:20:00,9885.5,9893.15,9882.8,9886.4,0
2017-09-28 09:20:00,9728.05,9732.7,9717.75,9717.75,0
2017-09-29 09:20:00,9807.3,9819.15,9805.85,9809.05,0
2017-10-03 09:20:00,9860.6,9866.3,9848.25,9848.5,0
2017-10-04 09:20:00,9857.95,9866.55,9850.95,9865.9,0
2017-10-05 09:20:00,9918.4,9930.65,9913.95,9924.4,0
2017-10-06 09:20:00,9935.15,9939.15,9932.7,9937.5,0
2017-10-09 09:20:00,9971.05,9977.0,9959.5,9962.15,0
2017-10-10 09:20:00,10015.2,10022.65,10014.65,10022.7,0
2017-10-11 09:20:00,10040.8,10050.45,10037.75,10045.8,0
2017-10-12 09:20:00,10009.2,10010.1,9985.8,9988.2,0
2017-10-13 09:20:00,10127.7,10146.2,10127.65,10144.3,0
2017-10-16 09:20:00,10230.0,10232.8,10222.3,10229.6,0
2017-10-17 09:20:00,10224.2,10238.95,10222.3,10228.0,0
2017-10-18 09:20:00,10206.2,10211.8,10198.25,10205.2,0
2017-10-23 09:20:00,10192.5,10223.65,10192.45,10209.0,0
2017-10-24 09:20:00,10195.3,10202.75,10187.95,10195.9,0
2017-10-25 09:20:00,10282.8,10294.85,10279.65,10280.0,0
2017-10-26 09:20:00,10283.8,10292.5,10277.5,10279.3,0
2017-10-27 09:20:00,10359.1,10360.25,10337.5,10345.2,0
2017-10-30 09:20:00,10357.0,10364.75,10354.6,10359.3,0
2017-10-31 09:20:00,10350.5,10352.8,10341.35,10350.5,0
2017-11-01 09:20:00,10392.7,10408.85,10389.9,10408.3,0
2017-11-02 09:20:00,10445.8,10448.2,10434.1,10437.0,0
2017-11-03 09:20:00,10448.0,10451.85,10441.45,10447.4,0
2017-11-06 09:20:00,10435.7,10449.35,10435.2,10444.6,0
2017-11-07 09:20:00,10477.0,10480.0,10469.6,10474.0,0
2017-11-08 09:20:00,10359.3,10382.75,10359.2,10378.7,0
2017-11-09 09:20:00,10356.1,10368.3,10355.1,10355.5,0
2017-11-10 09:20:00,10291.3,10295.6,10285.05,10286.6,0
2017-11-13 09:20:00,10320.8,10330.4,10310.25,10314.1,0
2017-11-14 09:20:00,10218.0,10238.8,10215.35,10232.0,0
2017-11-15 09:20:00,10170.0,10169.95,10156.1,10159.8,0
2017-11-16 09:20:00,10150.2,10150.4,10140.65,10147.3,0
2017-11-17 09:20:00,10330.3,10337.55,10325.45,10326.0,0
2017-11-20 09:20:00,10267.5,10286.35,10261.85,10284.8,0
